#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as
1682504197,838794,4294829348,152.148.48.1,1,88,4294812008,4294812008,0,0,152.148.48.3,52.41.179.165,152.148.48.2,65535,9,0,1281,1,192,0,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812008,4294812008,0,0,52.41.179.165,140.30.20.2,152.148.48.2,9,9,443,45208,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812008,4294812008,0,0,52.41.179.165,140.30.20.2,152.148.48.2,9,9,443,40854,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812008,4294812008,0,0,52.41.179.165,140.30.20.2,152.148.48.2,9,9,443,54354,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812008,4294812008,0,0,52.41.179.165,140.30.20.2,152.148.48.2,9,9,443,32814,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812344,4294812344,0,0,192.229.221.95,140.30.20.2,152.148.48.2,9,9,80,58684,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812348,4294812348,0,0,192.229.221.95,140.30.20.2,152.148.48.2,9,9,80,54652,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812344,4294812344,0,0,192.229.221.95,140.30.20.2,152.148.48.2,9,9,80,43004,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812348,4294812348,0,0,192.229.221.95,140.30.20.2,152.148.48.2,9,9,80,33770,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812416,4294812416,0,0,52.41.179.165,140.30.20.2,152.148.48.2,9,9,443,48186,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812672,4294812672,0,0,192.229.221.95,140.30.20.2,152.148.48.2,9,9,80,58912,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812836,4294812836,0,0,34.107.221.82,140.30.20.2,152.148.48.2,9,9,80,53498,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812836,4294812836,0,0,34.107.221.82,140.30.20.2,152.148.48.2,9,9,80,48120,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812836,4294812836,0,0,34.107.221.82,140.30.20.2,152.148.48.2,9,9,80,36650,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812908,4294812908,0,0,54.148.4.3,140.30.20.2,152.148.48.2,9,9,443,49802,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812908,4294812908,0,0,54.148.4.3,140.30.20.2,152.148.48.2,9,9,443,50160,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812904,4294812904,0,0,54.148.4.3,140.30.20.2,152.148.48.2,9,9,443,49384,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294812904,4294812904,0,0,54.148.4.3,140.30.20.2,152.148.48.2,9,9,443,41992,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294813120,4294813120,0,0,54.148.4.3,140.30.20.2,152.148.48.2,9,9,443,48762,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294813084,4294813084,0,0,34.107.221.82,140.30.20.2,152.148.48.2,9,9,80,44026,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294813896,4294813896,0,0,192.229.221.95,140.30.20.2,152.148.48.2,9,9,80,33786,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294813896,4294813896,0,0,192.229.221.95,140.30.20.2,152.148.48.2,9,9,80,58694,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294814224,4294814224,0,0,34.120.158.37,140.30.20.2,152.148.48.2,9,9,443,48176,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294814164,4294814164,0,0,192.229.221.95,140.30.20.2,152.148.48.2,9,9,80,58922,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294814316,4294814316,0,0,104.90.205.194,140.30.20.2,152.148.48.2,9,9,80,54702,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,5,5510,4294813096,4294814328,0,0,54.148.4.3,140.30.20.2,152.148.48.2,9,9,256,49384,6,0,25,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,6,5562,4294813100,4294814328,0,0,54.148.4.3,140.30.20.2,152.148.48.2,9,9,152,41992,6,0,25,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294814316,4294814316,0,0,104.90.205.194,140.30.20.2,152.148.48.2,9,9,80,36766,6,0,18,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,11,2174,4294812712,4294814328,0,0,152.148.48.6,54.148.4.3,152.148.48.2,9,9,49384,443,6,0,27,0,0,0,0
1682504197,838794,4294829348,152.148.48.1,1,60,4294814304,4294814304,0,0,192.229.221.95,140.30.20.2,152.148.48.2,9,9,80,43018,6,0,18,0,0,0,0
1682504198,154807,4294829664,152.148.48.1,11,2174,4294812716,4294814328,0,0,152.148.48.9,54.148.4.3,152.148.48.2,9,9,41992,443,6,0,27,0,0,0,0
1682504198,154807,4294829664,152.148.48.1,1,60,4294814244,4294814244,0,0,34.120.158.37,140.30.20.2,152.148.48.2,9,9,443,57816,6,0,18,0,0,0,0
