#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as
1681203562,287993,4358496,140.30.20.1,1,88,4341068,4341068,0,0,140.30.20.3,140.30.20.5,0.0.0.0,65535,89,0,1281,1,192,0,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34988,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34690,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,35030,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34746,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34486,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34844,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,35088,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34944,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34972,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,35086,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34618,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34626,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34776,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34592,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34550,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34646,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34770,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34872,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34524,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34758,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,35066,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34520,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,35014,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34568,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34642,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34718,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34584,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34608,6,0,18,0,0,0,0
1681203562,287993,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34968,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,35130,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34772,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34912,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34986,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34932,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34964,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34888,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34864,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34900,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,35052,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,35070,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,35120,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34658,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34678,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34752,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34566,6,0,18,0,0,0,0
1681203562,288036,4358496,140.30.20.1,1,60,4343488,4343488,0,0,140.30.20.5,152.148.48.4,140.30.20.2,89,89,80,34892,6,0,18,0,0,0,0
