#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as
1681210053,307964,10849516,140.30.20.1,1,52,10831880,10831880,0,0,140.30.20.5,152.148.48.7,140.30.20.2,345,345,80,48058,6,0,16,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10831968,10831968,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,48678,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,52,10832024,10832024,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,49244,80,6,0,16,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10832116,10832116,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,49856,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,53,10832200,10832200,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,50418,80,6,0,24,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10832284,10832284,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,51034,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10832340,10832340,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,51682,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,52,10832452,10832452,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,52342,80,6,0,16,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10832572,10832572,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,54480,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,53,10832668,10832668,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,49074,80,6,0,24,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10832752,10832752,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,34414,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10832868,10832868,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,38444,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10833048,10833048,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,42094,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10833152,10833152,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,45908,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10833264,10833264,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,49596,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10833384,10833384,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,53548,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,264,10833476,10833476,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,55646,80,6,0,24,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10833568,10833568,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,57240,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10833636,10833636,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,56204,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10833760,10833760,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,34618,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10833696,10833696,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,59350,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,52,10833836,10833836,0,0,140.30.20.5,152.148.48.7,140.30.20.2,345,345,80,51372,6,0,16,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10833904,10833904,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,36026,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10834020,10834020,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,40014,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10834080,10834080,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,42238,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10834144,10834144,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,45438,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10834208,10834208,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,47418,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,60,10834280,10834280,0,0,152.148.48.7,140.30.20.5,0.0.0.0,345,345,45368,80,6,0,2,0,0,0,0
1681210053,307964,10849516,140.30.20.1,1,52,10834360,10834360,0,0,140.30.20.5,152.148.48.7,140.30.20.2,345,345,80,52074,6,0,16,0,0,0,0
